texture_tag_hex,status,bound_bsi_stem,confidence,face_count,model_count,candidate_bsi_stems,notes
3c009c030000,unbound,,none,3,1,,
b9d5ffffb8e5,unbound,,none,3,1,,
3c00ee04940e,unbound,,none,3,2,,
2400b0020000,unbound,,none,3,3,,
00c0fdff0000,unbound,,none,3,2,,
0040feff0000,unbound,,none,3,3,,
0000feff0000,unbound,,none,3,2,,
00000000b086,unbound,,none,3,1,,
f44f5abf0000,unbound,,none,3,1,,
0080feff0080,unbound,,none,3,2,,
040000000000,unbound,,none,3,3,,
0060fcff0080,unbound,,none,3,1,,
080100000000,unbound,,none,3,3,,
180000000000,unbound,,none,3,3,,
240000000000,unbound,,none,3,3,,
0094ffff0021,unbound,,none,3,3,,
00b2ffff00fd,unbound,,none,3,3,,
00edffff00fd,unbound,,none,3,3,,
003c00000003,unbound,,none,3,3,,
005c00000021,unbound,,none,3,3,,
004200000015,unbound,,none,3,3,,
00c3ffff0021,unbound,,none,3,3,,
4000de010000,unbound,,none,3,2,,
6c0034060000,unbound,,none,3,1,,
50004a050000,unbound,,none,3,1,,
1400d4020000,unbound,,none,3,2,,
0c0080020000,unbound,,none,3,2,,
000028bb0100,unbound,,none,3,2,,
a7c900000000,unbound,,none,3,1,,
0200a0345855,unbound,,none,3,1,,
a311c5aa0000,unbound,,none,3,1,,
0000e0430000,unbound,,none,3,2,,
0000c1c20100,unbound,,none,3,1,,
0c002c020000,unbound,,none,3,2,,
c40300001800,unbound,,none,3,1,,
200400002000,unbound,,none,3,1,,
000000804651,unbound,,none,3,1,,
8089ffff0000,unbound,,none,3,1,,
04002700e809,unbound,,none,3,1,,
00008c006009,unbound,,none,3,1,,
00007c00d008,unbound,,none,3,1,,
00006c003808,unbound,,none,3,1,,
00005c008007,unbound,,none,3,1,,
00004c00d006,unbound,,none,3,1,,
00003c001006,unbound,,none,3,1,,
00002c004005,unbound,,none,3,1,,
00001c007804,unbound,,none,3,1,,
00000c009003,unbound,,none,3,1,,
00009400a409,unbound,,none,3,1,,
ee000000a3ff,unbound,,none,3,2,,
0d000000ff00,unbound,,none,3,2,,
000000001c42,unbound,,none,3,1,,
4ff50000459e,unbound,,none,3,1,,
0c008c010000,unbound,,none,3,1,,
f30435bff304,unbound,,none,3,3,,
ffff10c80000,unbound,,none,3,1,,
0000f22b0000,unbound,,none,3,1,,
0c00e4170100,unbound,,none,3,1,,
080006010000,unbound,,none,3,1,,
000400000019,bound_family_unique,sheet1,medium,3,1,,"auto-bound via unique family candidate (sheet, min_face_count=1)"
900cc5010200,unbound,,none,3,3,,
2b9c103f413d,unbound,,none,3,1,,
a90000000000,unbound,,none,3,2,,
4800aa040000,unbound,,none,3,1,,
00b000002901,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
00000000f42b,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
2c003a030000,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
00000000eeb1,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
340064030000,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
0200ab4a0100,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
0400aa040000,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
000002008901,bound_family_unique,wal12b,medium,3,3,,"auto-bound via unique family candidate (wal, min_face_count=1)"
000054c20000,unbound,,none,3,2,,
fffff05f0000,unbound,,none,3,1,,
0040000000a0,unbound,,none,3,2,,
0000048b0000,unbound,,none,3,1,,
2032f4048032,unbound,,none,2,2,,
6034f404c034,unbound,,none,2,2,,
a036f4040037,unbound,,none,2,2,,
e038f4044039,unbound,,none,2,2,,
203bf404803b,unbound,,none,2,2,,
00c002000080,unbound,,none,2,2,,
880092050000,unbound,,none,2,2,,
78000a050000,unbound,,none,2,2,,
680082040000,unbound,,none,2,2,,
5800fa030000,unbound,,none,2,2,,
480021c6feff,unbound,,none,2,2,,
8c00b4050000,unbound,,none,2,2,,
7400e8040000,unbound,,none,2,2,,
640060040000,unbound,,none,2,2,,
40002e030000,unbound,,none,2,2,,
0000d61f0100,unbound,,none,2,2,,
5c001c040000,unbound,,none,2,2,,
4c0094030000,unbound,,none,2,2,,
3c000c030000,unbound,,none,2,2,,
2c0084020000,unbound,,none,2,2,,
100072030000,unbound,,none,2,2,,
3800ea020000,unbound,,none,2,2,,
280062020000,unbound,,none,2,2,,
000083c00200,unbound,,none,2,2,,
1400b8010000,unbound,,none,2,2,,
040030010000,unbound,,none,2,2,,
0a0062020000,unbound,,none,2,2,,
1800da010000,unbound,,none,2,2,,
080052010000,unbound,,none,2,2,,
043ae204900c,unbound,,none,2,2,,
0000091d0100,unbound,,none,2,2,,
440050030000,unbound,,none,2,2,,
3400c8020000,unbound,,none,2,2,,
10002e030000,unbound,,none,2,2,,
20001e020000,unbound,,none,2,2,,
00004dc20200,unbound,,none,2,2,,
0c0074010000,unbound,,none,2,2,,
28f000000000,unbound,,none,2,2,,
900cf2043c00,unbound,,none,2,2,,
4c000c049101,unbound,,none,2,2,,
240000002500,unbound,,none,2,2,,
5b4500000052,unbound,,none,2,2,,
09e800000052,unbound,,none,2,2,,
b78a01000052,unbound,,none,2,2,,
0000ffffaef4,unbound,,none,2,2,,
5e0500007400,unbound,,none,2,2,,
940200002000,unbound,,none,2,2,,
aea2ffffaef4,unbound,,none,2,2,,
d60400006400,unbound,,none,2,2,,
2e0200001400,unbound,,none,2,2,,
f08900000300,unbound,,none,2,2,,
09e80000aef4,unbound,,none,2,2,,
b20600009c00,unbound,,none,2,2,,
e80300004800,unbound,,none,2,2,,
500200001800,unbound,,none,2,2,,
f08900001200,unbound,,none,2,2,,
a20500007c00,unbound,,none,2,2,,
820300003c00,unbound,,none,2,2,,
fa0200002c00,unbound,,none,2,2,,
080600008800,unbound,,none,2,2,,
3e0300003400,unbound,,none,2,2,,
a60100000400,unbound,,none,2,2,,
f08900000a00,unbound,,none,2,2,,
2c0400005000,unbound,,none,2,2,,
190000000000,unbound,,none,2,2,,
00b0ffff00e8,unbound,,none,2,2,,
00a0ffff00e0,unbound,,none,2,2,,
00b0ffff0000,unbound,,none,2,2,,
00d0ffff0006,unbound,,none,2,2,,
00b0ffff0009,unbound,,none,2,2,,
00a0ffff000c,unbound,,none,2,2,,
00d0ffff000b,unbound,,none,2,2,,
00b0ffff0011,unbound,,none,2,2,,
00a0ffff0017,unbound,,none,2,2,,
00d0ffff000f,unbound,,none,2,2,,
00b0ffff0016,unbound,,none,2,2,,
00a0ffff001e,unbound,,none,2,2,,
8043e2040200,unbound,,none,2,2,,
feffb0dc0000,unbound,,none,2,2,,
a800ea060000,unbound,,none,2,2,,
8400b8050000,unbound,,none,2,2,,
740044620000,unbound,,none,2,2,,
b0001e060000,unbound,,none,2,2,,
03002e070000,unbound,,none,2,2,,
ab68ffff4560,unbound,,none,2,2,,
ffffb0dc0000,unbound,,none,2,2,,
740030050000,unbound,,none,2,2,,
6400a8040000,unbound,,none,2,2,,
3c0054030000,unbound,,none,2,2,,
ef6c00004560,unbound,,none,2,2,,
7000a8040000,unbound,,none,2,2,,
440044620000,unbound,,none,2,2,,
8800da050000,unbound,,none,2,2,,
7800ec040000,unbound,,none,2,2,,
4c0098030000,unbound,,none,2,2,,
340022020000,unbound,,none,2,2,,
120064040000,unbound,,none,2,2,,
3000ee020000,unbound,,none,2,2,,
200066020000,unbound,,none,2,2,,
0000b0dc0000,unbound,,none,2,2,,
340088020000,unbound,,none,2,2,,
140000020000,unbound,,none,2,2,,
790000007a00,unbound,,none,2,2,,
7f0000008000,unbound,,none,2,2,,
850000008600,unbound,,none,2,2,,
41209f3ebe31,unbound,,none,2,1,,
00000000c401,unbound,,none,2,1,,
8a0b0000f400,unbound,,none,2,1,,
0e000000ff00,unbound,,none,2,2,,
0854e2040200,unbound,,none,2,2,,
1f0052090000,unbound,,none,2,2,,
6400f0040000,unbound,,none,2,2,,
4800e0030000,unbound,,none,2,2,,
2c0014030000,unbound,,none,2,2,,
100004020000,unbound,,none,2,2,,
b8bafeff0000,unbound,,none,2,2,,
5c0068040000,unbound,,none,2,2,,
2800f2020000,unbound,,none,2,2,,
e40030090000,unbound,,none,2,2,,
b40098070000,unbound,,none,2,2,,
a40010070000,unbound,,none,2,2,,
680068040000,unbound,,none,2,2,,
340058030000,unbound,,none,2,2,,
18006a020000,unbound,,none,2,2,,
0800e2010000,unbound,,none,2,2,,
a80032070000,unbound,,none,2,2,,
9800aa060000,unbound,,none,2,2,,
300026020000,unbound,,none,2,2,,
00000061ffff,unbound,,none,2,2,,
ec0074090000,unbound,,none,2,2,,
9c00cc060000,unbound,,none,2,2,,
8c0044060000,unbound,,none,2,2,,
6c00ac040000,unbound,,none,2,2,,
480002040000,unbound,,none,2,2,,
0c0004020000,unbound,,none,2,2,,
7bc901000000,unbound,,none,2,2,,
840000060000,unbound,,none,2,2,,
740078050000,unbound,,none,2,2,,
540046040000,unbound,,none,2,2,,
dd5003000000,unbound,,none,2,2,,
e8009a050000,unbound,,none,2,2,,
8c0022060000,unbound,,none,2,2,,
78009a050000,unbound,,none,2,2,,
540000001106,unbound,,none,2,2,,
00494e440000,unbound,,none,2,2,,
ce0000008d00,unbound,,none,2,2,,
e1000000abff,unbound,,none,2,2,,
f30000000c00,unbound,,none,2,2,,
bd000000f4ff,unbound,,none,2,2,,
00000000a900,unbound,,none,2,2,,
c3ffffff3900,unbound,,none,2,2,,
8b0000008e00,unbound,,none,2,2,,
c40000000000,unbound,,none,2,2,,
e1ffffffb700,unbound,,none,2,2,,
290000009100,unbound,,none,2,2,,
e9ffffff4800,unbound,,none,2,2,,
000000008c00,unbound,,none,2,2,,
5effffff7200,unbound,,none,2,2,,
f6ffffff9200,unbound,,none,2,2,,
40ffffff6900,unbound,,none,2,2,,
4d0000006800,unbound,,none,2,2,,
bb0000005300,unbound,,none,2,2,,
68ffffff9b00,unbound,,none,2,2,,
16ffffff5b00,unbound,,none,2,2,,
90ffffffd300,unbound,,none,2,2,,
e40000006000,unbound,,none,2,2,,
b40000009400,unbound,,none,2,2,,
100000008d00,unbound,,none,2,2,,
ceffffffb300,unbound,,none,2,2,,
4cffffff9d00,unbound,,none,2,2,,
de0000006900,unbound,,none,2,2,,
b4ffffff4700,unbound,,none,2,2,,
00003001d60f,unbound,,none,2,1,,
0000f402d81e,unbound,,none,2,1,,
000080017e12,unbound,,none,2,1,,
0000c800620c,unbound,,none,2,1,,
000044000000,unbound,,none,2,2,,
c40110130000,unbound,,none,2,1,,
b40188120000,unbound,,none,2,1,,
2401c00d0000,unbound,,none,2,1,,
1401380d0000,unbound,,none,2,1,,
1400b8040000,unbound,,none,2,1,,
5402d8170000,unbound,,none,2,1,,
a001de110000,unbound,,none,2,1,,
0000910f0200,unbound,,none,2,1,,
840270190000,unbound,,none,2,1,,
d40198130000,unbound,,none,2,1,,
7400e8070000,unbound,,none,2,1,,
640060070000,unbound,,none,2,1,,
0c0074040000,unbound,,none,2,1,,
f400280c0000,unbound,,none,2,1,,
f97501000000,unbound,,none,2,1,,
5401580f0000,unbound,,none,2,1,,
2c01040e0000,unbound,,none,2,1,,
00005c000c05,unbound,,none,2,1,,
00d8ffff00f0,unbound,,none,2,1,,
00d8ffff0000,unbound,,none,2,1,,
000000000010,unbound,,none,2,2,,
00d8ffff0010,unbound,,none,2,1,,
0000f05f0000,unbound,,none,2,2,,
0000f0000000,unbound,,none,2,2,,
0000b4000000,unbound,,none,2,2,,
00006c000000,unbound,,none,2,2,,
000078000000,unbound,,none,2,2,,
ffff38000000,unbound,,none,2,1,,
3c00d0040000,unbound,,none,2,2,,
00d10400006e,unbound,,none,2,1,,
0051fdff007f,unbound,,none,2,1,,
020000000000,unbound,,none,2,1,,
ff0000000000,unbound,,none,2,2,,
d0140000b001,unbound,,none,2,1,,
ca0600003400,unbound,,none,2,1,,
061200005c01,unbound,,none,2,1,,
080a00008000,unbound,,none,2,1,,
000800005000,unbound,,none,2,1,,
760600002c00,unbound,,none,2,1,,
8c140000a801,unbound,,none,2,1,,
005c0000003a,bound_family_unique,basket,medium,2,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0042000000d2,bound_family_unique,basket,medium,2,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
005c00000017,bound_family_unique,basket,medium,2,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
080000000000,unbound,,none,2,2,,
0b0000000000,unbound,,none,2,2,,
3c00ee040100,unbound,,none,2,2,,
140ffe04a433,unbound,,none,2,2,,
070000000700,unbound,,none,2,2,,
10001e010000,unbound,,none,2,1,,
4f6c01000000,unbound,,none,2,1,,
440046040000,unbound,,none,2,1,,
180092020000,unbound,,none,2,2,,
4800ba040000,unbound,,none,2,1,,
240014020000,unbound,,none,2,2,,
000020430000,unbound,,none,2,1,,
600100000000,unbound,,none,2,1,,
0c00ae013901,unbound,,none,2,2,,
03001c040000,unbound,,none,2,2,,
e00200000000,unbound,,none,2,1,,
00007c000000,unbound,,none,2,2,,
00c0feff0000,unbound,,none,2,2,,
000000001300,unbound,,none,2,2,,
00000000435b,unbound,,none,2,1,,
435b783e435b,unbound,,none,2,1,,
08ffffff0000,unbound,,none,2,1,,
0bffffff0000,unbound,,none,2,1,,
000040440000,unbound,,none,2,2,,
0b000000905a,unbound,,none,2,2,,
0000803fffff,unbound,,none,2,1,,
4c00d0030000,unbound,,none,2,1,,
4c009e030000,unbound,,none,2,2,,
280028030000,unbound,,none,2,2,,
2000b16b0100,unbound,,none,2,2,,
0800ae400000,unbound,,none,2,2,,
1800aa020000,unbound,,none,2,2,,
1c00d4020000,unbound,,none,2,2,,
2000d4020000,unbound,,none,2,2,,
34009e030000,unbound,,none,2,1,,
1b0000001c00,unbound,,none,2,2,,
9c0054090000,unbound,,none,2,1,,
74006e070000,unbound,,none,2,1,,
0000434d0100,unbound,,none,2,1,,
0070ffff8201,unbound,,none,2,1,,
6400c6060000,unbound,,none,2,1,,
3c00ae040000,unbound,,none,2,1,,
0400e0020000,unbound,,none,2,1,,
54000e060000,unbound,,none,2,1,,
00000000fbff,unbound,,none,2,2,,
000074010000,unbound,,none,2,2,,
000062175671,unbound,,none,2,1,,
000000001111,unbound,,none,2,1,,
ffff15ffffff,unbound,,none,2,1,,
010000e00300,unbound,,none,2,1,,
010000e00400,unbound,,none,2,1,,
ffff00e0ffff,unbound,,none,2,1,,
feff00e0fdff,unbound,,none,2,1,,
feff00e0faff,unbound,,none,2,1,,
feff00e0ffff,unbound,,none,2,1,,
000000200500,unbound,,none,2,1,,
000000e0fdff,unbound,,none,2,1,,
01000500be03,unbound,,none,2,1,,
000020001603,unbound,,none,2,1,,
4301553f0000,unbound,,none,2,1,,
e8909ab2ffff,unbound,,none,2,1,,
0078fdff0000,unbound,,none,2,1,,
400036040000,unbound,,none,2,2,,
2400a4020000,unbound,,none,2,2,,
2800a4020000,unbound,,none,2,1,,
edbfffff0000,unbound,,none,2,1,,
0000e0540200,unbound,,none,2,1,,
020000000100,unbound,,none,2,1,,
0c0300001800,unbound,,none,2,1,,
000000000406,unbound,,none,2,2,,
00a8ffffd82f,unbound,,none,2,1,,
e800d60f0000,unbound,,none,2,1,,
6c00380a0000,unbound,,none,2,1,,
9400d4090000,unbound,,none,2,2,,
440044080000,unbound,,none,2,2,,
1800c6050000,unbound,,none,2,2,,
180054100000,unbound,,none,2,2,,
a000920c0000,unbound,,none,2,2,,
8c0070090000,unbound,,none,2,2,,
4c00a8080000,unbound,,none,2,2,,
14007b940100,unbound,,none,2,2,,
fc00a8100000,unbound,,none,2,2,,
cc00640d0000,unbound,,none,2,2,,
8c00aa090000,unbound,,none,2,2,,
48001a080000,unbound,,none,2,2,,
2c00ee060000,unbound,,none,2,2,,
01d501000abb,unbound,,none,2,1,,
00000400805a,unbound,,none,2,1,,
000004006001,unbound,,none,2,1,,
82df03000abb,unbound,,none,2,1,,
24006a030000,unbound,,none,2,2,,
0800c2020000,unbound,,none,2,2,,
6800a8060000,unbound,,none,2,2,,
300066040000,unbound,,none,2,2,,
0c00c2020000,unbound,,none,2,2,,
2400be030000,unbound,,none,2,2,,
0c00ec020000,unbound,,none,2,2,,
09f900006766,unbound,,none,2,2,,
4000e4040000,unbound,,none,2,2,,
240094030000,unbound,,none,2,2,,
00000070ffff,unbound,,none,2,2,,
78008a070000,unbound,,none,2,2,,
540000060000,unbound,,none,2,2,,
70007e060000,unbound,,none,2,2,,
09f9000070ef,unbound,,none,2,2,,
740026070000,unbound,,none,2,2,,
5c00d6050000,unbound,,none,2,2,,
3800ba040000,unbound,,none,2,2,,
0070ffff7978,unbound,,none,2,2,,
0080ffff0080,unbound,,none,2,2,,
008001000040,unbound,,none,2,2,,
49eea0b069fd,unbound,,none,2,1,,
000077d223c6,unbound,,none,2,1,,
00000000003c,unbound,,none,2,2,,
00feffff0005,unbound,,none,2,2,,
000100000028,unbound,,none,2,2,,
000200000010,unbound,,none,2,2,,
000000005aff,unbound,,none,2,1,,
04ffffff0000,unbound,,none,2,1,,
f60435bf7057,unbound,,none,2,1,,
000000005000,unbound,,none,2,2,,
000000003658,unbound,,none,2,1,,
0000ccc20000,unbound,,none,2,2,,
00a0010000e0,unbound,,none,2,2,,
00a002000020,unbound,,none,2,2,,
00a0020000b8,unbound,,none,2,2,,
0060010000b8,unbound,,none,2,2,,
006001000048,unbound,,none,2,2,,
0060ffff0048,unbound,,none,2,2,,
0060ffff00b8,unbound,,none,2,2,,
00e0feff0048,unbound,,none,2,2,,
00e0feff00b8,unbound,,none,2,2,,
000000008c31,unbound,,none,2,1,,
bcaa2ab60000,unbound,,none,2,1,,
720000000000,unbound,,none,2,2,,
f446ee04e034,unbound,,none,2,2,,
c036ff042037,unbound,,none,2,2,,
0039ff046039,unbound,,none,2,2,,
403bff04a03b,unbound,,none,2,2,,
803dff04e03d,unbound,,none,2,2,,
c03fff042041,unbound,,none,2,2,,
0043ff046043,unbound,,none,2,2,,
4045ff04a045,unbound,,none,2,2,,
8047ff04e047,unbound,,none,2,2,,
c049ff04204a,unbound,,none,2,2,,
004cff04604c,unbound,,none,2,2,,
404eff04a04e,unbound,,none,2,2,,
8051ff04e051,unbound,,none,2,2,,
c053ff042054,unbound,,none,2,2,,
0056ff046056,unbound,,none,2,2,,
4058ff04a058,unbound,,none,2,2,,
805aff04e05a,unbound,,none,2,2,,
c05cff04205d,unbound,,none,2,2,,
005fff04605f,unbound,,none,2,2,,
4062ff04a062,unbound,,none,2,2,,
8064ff04e064,unbound,,none,2,2,,
c066ff042067,unbound,,none,2,2,,
0069ff046069,unbound,,none,2,2,,
406bff04a06b,unbound,,none,2,2,,
806dff04e06d,unbound,,none,2,2,,
c06fff042071,unbound,,none,2,2,,
0073ff046073,unbound,,none,2,2,,
4075ff04a075,unbound,,none,2,2,,
8077ff04e077,unbound,,none,2,2,,
c079ff04207a,unbound,,none,2,2,,
00fbffff0000,unbound,,none,2,1,,
000000000038,unbound,,none,2,1,,
00fcffff0038,unbound,,none,2,1,,
00eeffff0037,unbound,,none,2,1,,
00e0ffff0031,unbound,,none,2,1,,
00d8ffff0028,unbound,,none,2,1,,
00d2ffff0023,unbound,,none,2,1,,
00c7ffff0022,unbound,,none,2,1,,
00c6ffff0025,unbound,,none,2,1,,
001200000035,unbound,,none,2,1,,
002000000030,unbound,,none,2,1,,
002900000027,unbound,,none,2,1,,
002f00000022,unbound,,none,2,1,,
003700000020,unbound,,none,2,1,,
003b00000021,unbound,,none,2,1,,
003c00000025,unbound,,none,2,1,,
f90000003700,unbound,,none,2,2,,
b3000000ddff,unbound,,none,2,1,,
04ffffff2a00,unbound,,none,2,2,,
30000000ff27,unbound,,none,2,2,,
25ff03069840,unbound,,none,2,2,,
01d81f014800,unbound,,none,2,2,,
b10000004fff,unbound,,none,2,2,,
1cffffff8eff,unbound,,none,2,2,,
b1000000b100,unbound,,none,2,2,,
000100000017,unbound,,none,2,1,,
00feffff00e1,unbound,,none,2,1,,
000000000028,unbound,,none,2,1,,
00fdffff0028,unbound,,none,2,1,,
6dffffff9300,unbound,,none,2,1,,
00000000b5ff,unbound,,none,2,1,,
00000000be00,unbound,,none,2,1,,
70000000c800,unbound,,none,2,1,,
0000000025ff,unbound,,none,2,2,,
0000000000fe,unbound,,none,2,2,,
00000000030f,unbound,,none,2,1,,
b3ffffff4d00,unbound,,none,2,1,,
0000fc000000,unbound,,none,2,2,,
0000cc000000,unbound,,none,2,2,,
00dffeff000a,unbound,,none,2,1,,
00000000b4ff,unbound,,none,2,1,,
0000000008ff,unbound,,none,2,1,,
00000000c2ff,unbound,,none,2,1,,
000000000cff,unbound,,none,2,1,,
00000000ac00,unbound,,none,2,1,,
000000003e00,unbound,,none,2,1,,
00000000b500,unbound,,none,2,1,,
0c67ee040000,unbound,,none,2,2,,
05008a070000,unbound,,none,2,1,,
00c000000040,unbound,,none,2,2,,
00c001000040,unbound,,none,2,2,,
000002000020,unbound,,none,2,2,,
6c0034090000,unbound,,none,2,1,,
5c008c080000,unbound,,none,2,1,,
6a1300005401,unbound,,none,2,1,,
5e0900006c00,unbound,,none,2,1,,
b60800005c00,unbound,,none,2,1,,
783871030200,unbound,,none,2,2,,
442971030200,unbound,,none,2,2,,
000027190200,unbound,,none,2,2,,
000000001401,unbound,,none,2,2,,
00000600feff,unbound,,none,2,2,,
abd2483e5607,unbound,,none,2,1,,
000000001400,unbound,,none,2,2,,
02001e010000,unbound,,none,2,1,,
0800ca000000,unbound,,none,2,2,,
0058ffff676e,unbound,,none,2,1,,
000068aeffff,unbound,,none,2,1,,
0000e1930000,unbound,,none,2,1,,
00009cb90100,unbound,,none,2,1,,
0800a0000000,unbound,,none,2,1,,
000080c30040,unbound,,none,2,1,,
000080c300c0,unbound,,none,2,1,,
00007c00d806,unbound,,none,2,1,,
000068002e06,unbound,,none,2,1,,
00004800e604,unbound,,none,2,1,,
4c0044040000,unbound,,none,2,1,,
340048030000,unbound,,none,2,1,,
48001a040000,unbound,,none,2,1,,
08008a010000,unbound,,none,2,2,,
00000000e1dd,unbound,,none,2,1,,
00000df90000,unbound,,none,2,1,,
0c0024010000,unbound,,none,2,1,,
2a210200b8e5,unbound,,none,2,1,,
b81bee040200,unbound,,none,2,2,,
10000000ffff,unbound,,none,2,2,,
3800ca020000,unbound,,none,2,2,,
100027a10000,unbound,,none,2,2,,
380050030000,unbound,,none,2,2,,
04000000ffff,unbound,,none,2,2,,
3800fc020000,unbound,,none,2,2,,
2800ca020000,unbound,,none,2,2,,
2c00fc020000,unbound,,none,2,2,,
08000000ffff,unbound,,none,2,2,,
f56f010000c0,unbound,,none,2,2,,
008701050000,unbound,,none,2,2,,
240032020000,unbound,,none,2,1,,
8585ffff84b5,unbound,,none,2,1,,
600012040000,unbound,,none,2,2,,
640000050000,unbound,,none,2,1,,
000000009047,unbound,,none,2,2,,
00000000bc01,unbound,,none,2,2,,
0000ffff0000,unbound,,none,2,1,,
00c002000000,unbound,,none,2,1,,
448400000200,unbound,,none,2,1,,
000000c0ffff,unbound,,none,2,1,,
480100001000,unbound,,none,2,2,,
008003000080,unbound,,none,2,1,,
0080fcff0080,unbound,,none,2,1,,
004c00000000,unbound,,none,2,1,,
0000fbff0000,unbound,,none,2,1,,
c60200001c00,unbound,,none,2,1,,
006004000000,unbound,,none,2,1,,
00a0fbff0000,unbound,,none,2,1,,
00a0fbff0080,unbound,,none,2,1,,
0020fdff0080,unbound,,none,2,1,,
006002000080,unbound,,none,2,1,,
d416ee040200,unbound,,none,2,2,,
00000000104b,unbound,,none,2,2,,
00d1000000d8,unbound,,none,2,2,,
00b1000000e0,unbound,,none,2,2,,
0069000000e8,unbound,,none,2,2,,
0059000000e0,unbound,,none,2,2,,
00a9ffff00e8,unbound,,none,2,2,,
0099ffff00e0,unbound,,none,2,2,,
0049ffff00d8,unbound,,none,2,2,,
00d100000000,unbound,,none,2,2,,
00d100000028,unbound,,none,2,2,,
00b100000020,unbound,,none,2,2,,
006900000018,unbound,,none,2,2,,
005900000020,unbound,,none,2,2,,
00a9ffff0018,unbound,,none,2,2,,
1c00ff2effff,unbound,,none,2,2,,
380082030000,unbound,,none,2,2,,
1c005c020000,unbound,,none,2,2,,
050082030000,unbound,,none,2,2,,
060082030000,unbound,,none,2,2,,
4377ffff0000,unbound,,none,2,2,,
380086020000,unbound,,none,2,2,,
1000ff2effff,unbound,,none,2,2,,
180008020000,unbound,,none,2,2,,
020082030000,unbound,,none,2,2,,
04005655feff,unbound,,none,2,2,,
0400d6030000,unbound,,none,2,2,,
10004fe20000,unbound,,none,2,2,,
eb5000000000,unbound,,none,2,2,,
0000a1950200,unbound,,none,2,2,,
1400ff2effff,unbound,,none,2,2,,
0c00b4010000,unbound,,none,2,2,,
07002a040000,unbound,,none,2,2,,
1000de010000,unbound,,none,2,2,,
44008a010000,unbound,,none,2,2,,
010032020000,unbound,,none,2,2,,
0000000030f7,unbound,,none,2,2,,
00001800a405,unbound,,none,2,1,,
000038007207,unbound,,none,2,1,,
00008400660a,unbound,,none,2,1,,
000034004807,unbound,,none,2,1,,
000010005005,unbound,,none,2,1,,
28014a110000,unbound,,none,2,1,,
4c00c6070000,unbound,,none,2,1,,
1800a4050000,unbound,,none,2,2,,
7800120a0000,unbound,,none,2,1,,
4c0044080000,unbound,,none,2,2,,
3000eb380600,unbound,,none,2,1,,
1400f8050000,unbound,,none,2,2,,
0000ffff9b13,unbound,,none,2,2,,
e8002c0e0000,unbound,,none,2,2,,
a8008c0b0000,unbound,,none,2,2,,
8400900a0000,unbound,,none,2,2,,
7800be090000,unbound,,none,2,1,,
40009c070000,unbound,,none,2,1,,
8400660a0000,unbound,,none,2,1,,
1c00ce050000,unbound,,none,2,1,,
3400f8020000,unbound,,none,2,2,,
070022030000,unbound,,none,2,2,,
56abffffabaa,unbound,,none,2,2,,
0700f8020000,unbound,,none,2,2,,
05240000abaa,unbound,,none,2,2,,
0300f8020000,unbound,,none,2,2,,
b69c0000abaa,unbound,,none,2,2,,
2c0026020000,unbound,,none,2,2,,
0200f8020000,unbound,,none,2,2,,
14007e010000,unbound,,none,2,2,,
1800d2010000,unbound,,none,2,2,,
0800c1320100,unbound,,none,2,2,,
080060410000,unbound,,none,2,2,,
07007a020000,unbound,,none,2,2,,
000080bffeff,unbound,,none,2,2,,
00000000df00,unbound,,none,2,2,,
000080c20000,unbound,,none,2,2,,
640034060000,unbound,,none,2,2,,
600084050000,unbound,,none,2,1,,
2c00d0030000,unbound,,none,2,1,,
0400f88b0000,unbound,,none,2,1,,
3400fa030000,unbound,,none,2,1,,
5400a2040000,unbound,,none,2,1,,
14005681feff,unbound,,none,2,1,,
940004080000,unbound,,none,2,1,,
340024040000,unbound,,none,2,2,,
58004a050000,unbound,,none,2,2,,
8c00c0070000,unbound,,none,2,2,,
3000ca030000,unbound,,none,2,1,,
0000c0b0feff,unbound,,none,2,1,,
2c0066030000,unbound,,none,2,1,,
b802ee042c00,unbound,,none,2,2,,
001600000075,unbound,,none,2,2,,
140028030000,unbound,,none,2,2,,
07006c070000,unbound,,none,2,2,,
29a802008083,unbound,,none,2,2,,
6000a2040000,unbound,,none,2,2,,
000020c9feff,unbound,,none,2,2,,
9000ee060000,unbound,,none,2,2,,
00057a020000,unbound,,none,2,2,,
f904353f0000,unbound,,none,2,1,,
000eebbe0000,unbound,,none,2,1,,
fb04353f0ee1,unbound,,none,2,1,,
000435bf0000,unbound,,none,2,2,,
000000800200,unbound,,none,2,1,,
a00300004000,unbound,,none,2,1,,
