file,point_count,plane_count,face_count,face_point_total,unique_texture_tags,signature
BSP_WAL7.3D,18,8,8,32,6,882c7f1db97d0bed2c930dc5cfe35dc8c6704602
BSP_WAL8.3D,56,40,40,165,35,d40e5d8d02f3ea4675831674c0f388a8ca811be0
BTN02.3D,8,8,8,28,6,c16f39eb367cd844ff9b583eccb3b810610ed8de
BTOPDR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
BUCKET.3D,24,17,17,72,1,f0dee99a3c65d90017947f0cc8800e4cdf16bdd3
BUNK.3D,48,31,31,124,1,dd6e9d0efe89fa2366c21fc2c0dfc2319ab003fa
CABINET.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CART.3D,251,444,444,1436,1,ff30ea0b69ad8d3733ba5ad7896d1d0c2a99b032
CAT01.3D,30,26,26,106,1,2e1556fcf49f44c4cecd2a40ff3d549191f16e05
CAT02.3D,24,12,12,64,1,fd98f643b839728decccd0039344760857dd5623
CAT03.3D,40,26,26,116,1,6709be06caf8636bd6be20df09e47c3e994f2833
CAT04.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
CAT05.3D,24,21,21,84,1,6823142619edda4e5f7b13ac9ee77c755c257679
CAT06.3D,144,124,124,523,1,b369ff315b61dec6f19483d6790df8fe452c1a55
CAT07.3D,40,32,32,128,1,00bef29708054fcf297f026626df165f8b311d6b
CAT08.3D,44,32,32,144,1,a2420c50bf356232fd9696fae8d38e69cbc0d543
CAT09.3D,26,19,19,82,1,5a859bee1726d193934007100adc2d494375caa7
CAT10.3D,30,21,21,94,1,7809bb2810dc13184635de2f8f9232d481a3a26b
CAT11.3D,18,11,11,50,1,8c35a7ce56730bc3aaa9f0302bc359ed608bf599
CAT12.3D,84,62,62,250,1,b92213a14991c038a134e52957efc52589e3b2a3
CAT13.3D,202,173,173,724,1,1151c2c77ca518d95a0b04450d025e2f3096378b
CAT14.3D,44,31,31,128,1,233a385350ba65762a3693903e9deb5af3d86666
CAT15.3D,36,23,23,105,1,868eeca0c121e9c42919f1a8bc069fcc503832cb
CAT16.3D,12,9,9,36,1,6a72d931954aab8a917febe62e13c570aab2cb86
CAT17.3D,112,95,95,394,1,960af16a6c86aca4bf7b0a992aae1ddb0b80117e
CATENT1.3D,16,10,10,48,1,cb68d1c2a2631e7be92f2ac4047d2bcbf8b06601
CATLADER.3D,82,101,101,458,1,2e035c7c69c126985a46c71d45dcafe62ef6767e
CATPIL1.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CATPIL2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CATPIL3.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CATPLST.3D,11,9,9,36,1,61140ee2825d6bd634cb6847a9f257a9687e1769
CATRCK.3D,52,74,74,247,1,3e2cf1bfa9a47633c2c1ba201220142e9f5fb295
CATRCK2.3D,8,1,1,8,1,ae7baa5a2215503651a198dc530a91c696e8426a
CATSTEP1.3D,20,9,9,36,1,e82bb189f052a4d685de6bf7a05f8e93dadfc6cb
CATSTEP2.3D,32,15,15,60,1,571d6f3f138e6eaa5e4d48ab223b86468da59d36
CAVE.3D,102,93,93,383,1,7ac4f4a06d816da47f7ebadeea5d4f5d311ad26a
CAVSTEP.3D,26,23,23,94,1,3b9134a161bc5620b1e84904dfa1c9bb9dafcc64
CELGAT4.3D,73,47,47,190,1,20f4712dd5564d9bb597beb10335d8ee1578e36b
CELGATE1.3D,74,48,48,184,1,fc88ed4a787d8904a1bb7cd7ce91fde21c1f639a
CELGATE3.3D,119,76,76,292,1,ca189bd099cad290052aba6107d700d1d655fb6d
CELLSP2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CELSPRT6.3D,16,16,16,56,1,d1b84776c0862d2d72079f180ae61e77a89195d1
CHAIR.3D,70,46,46,197,1,4002250f3c75ab179aa0c5487155ece9129d61cc
CHAMBER.3D,44,39,39,160,1,e49805a7aa85b29ed156d119c1dbd1f42009b43d
CHANDLR.3D,76,87,87,338,1,48d1ab4afd1eb7b3c696af6833d837643b97b7e8
CHESBOT.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CHESBOT2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
CHESLID.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CHOPBL1.3D,64,61,61,249,1,ec6a4698dbd3218ce029cc3e520d0d805020ddca
CHOPBL2.3D,34,35,35,134,1,8bc68409e5f39bbd60f4083dd2e12cd5f7cca9ac
CHSTOP2.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
CIRCLEDO.3D,18,25,25,82,1,1dae181e900ea4b0722147ad655c733c8044765e
CLAYMO.3D,24,34,34,112,1,a13108267d695b36832dceb4a50823e0a143c995
CLAYMOR.3D,21,29,29,96,1,2c7c57ad78959f6b7d9656848ba4c3333c93835f
CLERBED.3D,48,33,33,132,1,95abf40ab9e563c6357b171532f79e5337085d59
CLERPILL.3D,48,46,46,184,1,d5d9df69933edceeb1c1215f6207208094b3797e
CLERRUG.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
CLERRUG2.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
CLERSOX.3D,20,14,14,56,1,9f393d91270b8dcd0321d3de181991a744814931
CLOTHES.3D,17,26,26,81,26,c14c15930482240b8dc99612c870eb3ae1bd13f9
CLTABLE.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CLUB.3D,35,54,54,174,1,8770ae0302466261d7cd60b728165d0ca4a40322
COFFER.3D,12,7,7,32,1,90ac25a342d53ccbb803c3be61719c9c108faf99
COFFIN.3D,12,8,8,36,1,7ed08d63df040b950ff82efdbd8fc027bd98a0ed
COFNBTM.3D,48,46,46,184,1,d5d9df69933edceeb1c1215f6207208094b3797e
COFNTOP.3D,8,7,7,26,1,7df1df30504a11ee90d991eca89bef2948240553
COG.3D,33,36,36,132,1,4f85273f1d45697d3b8f03e180a77c3d569e2582
CORR.3D,38,30,30,128,1,3ec21c34c896ceb5d0f2af9a264871a45bd21239
CORR2.3D,36,26,26,116,1,77c6e8c5b4a9e3a1a42aa37627185cce8c6bdea3
CRATE1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CRATE2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CRATE3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CROBOW.3D,56,51,51,210,1,a743645351a8fe55ae551904546aff86d08c27d2
CRYSTAL1.3D,6,8,8,24,1,5055587de37e39db25e2daabbef042cc809538fd
CRYSTAL2.3D,9,9,9,32,1,0b73570a41f94f5036437f938cac75e2a4fef77b
CUIRASS.3D,43,60,60,202,24,44e92ad407e4b1d2cb0c004e09469c2dfd434d74
CUPBRD.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
CURVE1.3D,34,28,28,114,1,d8d28c2bd3ba4501ff360655fb14143fa1af1018
CURVE2.3D,20,16,16,64,1,b5c6f0898aae67fff5b365bca827fa2ef97b5f94
CURVE3.3D,24,20,20,80,1,6709053e143b222bad3508b1239e79ad3f072680
CYLIND~1.3D,108,122,122,456,1,583ab9d7aa2d7e0049f24aeb030f811c3d371767
DAGATE2.3D,80,80,80,316,1,a0d63e5e0ed05cb976a9a070fe3c08ad100fba1f
DAGDOCK.3D,130,155,155,545,1,48a7c2b2bd39e578229542adbdc23b9babbbb35f
DAGDOOR1.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
DAGDOOR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DAGDOOR3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DAGDOOR4.3D,16,12,12,48,1,ff2e085a25048f47ccb5bb19a23916c37bd6aabc
DAGELE1.3D,88,86,86,340,1,74d6f9aff70cdf0ed468bd4731c20dc398d4e307
DAGELE2.3D,32,32,32,124,1,70696d09511c3b7f8e765867b96a600aee337feb
DAGGER.3D,25,26,26,98,1,4571002219e7313f2ad8640069cffb4995dd993a
DAGLOBE.3D,69,113,113,364,1,2ef4bea39dce864c274c9d1bab0e679824d3be6c
DAGPANEL.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DAGPIL1.3D,68,66,66,264,1,e07f39e4596aea82c66b312a845db67f45496fe2
DAGPIL2.3D,68,66,66,264,1,e07f39e4596aea82c66b312a845db67f45496fe2
DAGPIL3.3D,68,66,66,264,1,e07f39e4596aea82c66b312a845db67f45496fe2
DAGPIL4.3D,68,66,66,264,1,e07f39e4596aea82c66b312a845db67f45496fe2
DAGPIL5.3D,68,66,66,264,1,e07f39e4596aea82c66b312a845db67f45496fe2
DAGRAIL1.3D,68,67,67,265,1,58f78eefe135ceea62443c2c40a79a7a35c4a4f2
DAGSDOOR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DAGSPOUT.3D,146,188,188,640,1,00f42e8cd6f0ba814a1185621995055e1bcb6dae
DAGSPRT.3D,114,122,122,432,1,01e61248851a0d84c8dd87cfa5c4831ce1f4a3ff
DAISLE.3D,171,245,245,765,1,107020323a926c662a027bd1a1a4de7f922dd865
DAISLE2.3D,4,2,2,6,1,0bc9c0444142db573fb8407f91604ad46052422d
DARKBED.3D,48,33,33,132,1,95abf40ab9e563c6357b171532f79e5337085d59
DARKPILL.3D,48,46,46,184,1,d5d9df69933edceeb1c1215f6207208094b3797e
DARKRUG.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
DARKRUG2.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
DARKSOX.3D,20,14,14,56,1,9f393d91270b8dcd0321d3de181991a744814931
DBR1.3D,12,9,9,38,1,d38d0380f54cdf62e051da9948572b484768bb6b
DBR2.3D,24,18,18,80,1,05d418ed79c735a018dbac19efefa83d4cc3c60a
DBR3.3D,24,18,18,80,1,05d418ed79c735a018dbac19efefa83d4cc3c60a
DBR4.3D,12,9,9,38,1,d38d0380f54cdf62e051da9948572b484768bb6b
DBRIDGE.3D,72,58,58,262,1,47b3814087a8751382508f4e5070c02d6520cc84
DISHDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
DM1.3D,316,329,329,1290,2,9bbf3900049cd9a92ba15c2f5bc0c562425a4c1c
DM2.3D,17,17,17,64,11,a33c00304cace034c499b8c5657f2e32c11f4e91
DM3.3D,32,34,34,128,2,cdd8e8f9ee384105b4d6e08584d9b3122bd3b029
DM4.3D,16,10,10,48,8,03e9d265b4f3d1fedf0bfc27cf007d48477d86c7
DM5.3D,8,1,1,8,1,b48dc2af850e84598ec8458c51d16f86f7fac9c6
DMNDR1.3D,10,8,8,29,1,212a192a5d72f89582e572891b91dbcafca48488
DMTELE.3D,8,6,6,24,5,ffcc6a86b5f026c96dad0332744841fc2ec57fef
DMTPOR1.3D,10,14,14,44,1,304c3681f05a80b863f47bf75247b4a92571324b
DNG05.3D,97,66,66,318,33,2c83d2f657e22479e15b05e2c30986629e7ade70
DNG06.3D,74,60,60,254,31,b48a0865c07852ff009e01f0aae3e2c00a68e80e
DNG07.3D,32,22,22,100,3,5d62238a18d183fc127aaaa385ce221a967cf495
DNG08.3D,18,12,12,50,6,d4e94b0be9867f898e78e4432462ef0c7853c10e
DOCK1.3D,200,203,203,778,1,160b1ee1384c1d7829619599f7b908b82f3ec64e
DOCK2.3D,192,230,230,810,1,7f841c9099a3e7d0c4926079f81370aeca34d8df
DOOR3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DOORSUPR.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
DOR05.3D,8,6,6,24,6,a4b6d62f63f0761b7a3d6d66d1e7a6c99841897a
DOR06.3D,10,7,7,28,3,7cb85c2231f832097f0d90daae0ec9ccd7c19466
DOR07.3D,10,7,7,28,4,66c501ed42cd26af9248c1a710029f25d4a6cdaf
DOR08.3D,8,6,6,24,5,d85acd340e2347fcc2f606c207fa97168dc382e4
DRAIN.3D,72,58,58,288,1,41490ce20abce85e0be2273b08224cfa4b5eb951
DRESSER.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
DRWB01.3D,8,6,6,24,6,dba5829d91f22efff8ce98f8a3f390625df26807
DTABLE.3D,46,37,37,162,1,64a02c058786c991362c8b0d4f6352bb5e7e6277
EARROW.3D,61,118,118,354,56,a2fc40eebf4d0c632411b722cf00755c79d7e6dc
EBATAXE.3D,62,120,120,360,2,9a976e0a08e646bc53bd275c59765660887768aa
EBOW.3D,101,198,198,594,2,8294230ecb7e2a7402a0ebd40678345e1bda91db
EBRDSWRD.3D,19,30,30,90,30,b86137ad7b292ef70b475e71326a851793055e56
ECLAYMO.3D,19,30,30,90,30,b86137ad7b292ef70b475e71326a851793055e56
EDAGGER.3D,19,30,30,90,18,662c9409fe6f4f71cfa5a3514de43a0a8a98a22a
EJAV.3D,32,60,60,180,41,d6b1171a5eaf1fc3ed2b0fd8869a6565ba00281e
EJOUST.3D,42,72,72,216,2,7e6ee60d2b683d637a735967008f8053dbc8a499
ELE3PAD.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
ELEPLAT.3D,16,16,16,64,1,630a75b3c20f9d9180eefd970f13153363480ec3
ELEPLAT2.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
ELEPLAT3.3D,16,16,16,64,1,630a75b3c20f9d9180eefd970f13153363480ec3
ELEPLAT4.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
ELESTAND.3D,12,10,10,40,1,f4cef064b840a832e279bfefa73c232677111237
ELEVAT3.3D,69,54,54,230,1,7b40a4b5478602395d044c1a461f2a0b6a1ad8bf
ELEVATO1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
ELEVATOR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
ELOSWRD.3D,19,30,30,90,11,c11ad49120d949fcfa37ead34ae91ea7a8e1bb52
ELSTAIRS.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
EMACE.3D,54,104,104,312,76,4a6ae26e8319e12b79ebab754612264831c664d3
ENTRY.3D,8,4,4,16,1,37230c143ae7dbdf8f7c2917a48cff5ce798b45a
EPUNCH.3D,41,72,72,216,20,7542757549324f833bc22afcfe0f332a6981332f
ESHSWRD.3D,19,30,30,90,25,701a253c1d103cc279367534aeabb57ee8508a2e
ESPEAR.3D,32,60,60,180,29,1e73bdcfbab831f9062b5b6b69fc752c8c426913
ESTAFF.3D,44,84,84,252,66,130528b5e502f015eb606e403f3078c3925db880
EWARAXE.3D,80,156,156,468,56,31729f70f2bcae66400c4d625e5e00c757210011
EXBOW.3D,80,156,156,468,40,81c6646abfab128a42b3ed6b01d5a7a6c4e8d987
EXITGAT1.3D,42,66,66,212,1,d16c21d86c8e61fcd857d98661760eb702f50ef2
EXITGAT3.3D,14,1,1,14,1,d16b7d322e3a39a58ea708b115725de242ebd567
EXITGATE.3D,204,226,226,796,1,30767955288a9314e0382233b931cfc250a488e1
FARCH.3D,18,20,20,72,1,8994a999cdf7fd9f8ab5700bf315ec2cb5521692
FEATH2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
FEATH3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
FINALDOO.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
FINALEVE.3D,8,8,8,28,1,263b7e50e6e173cf58e5f1bec0ff29d899b3eb31
FINALRMB.3D,96,94,94,364,1,0048bfb1791328e78bb4b498d3c970968af2a161
FINALRMG.3D,10,7,7,30,1,fb0265f733560b6cfcb74c62de0ef52b4800f649
FIRPIT.3D,32,25,25,104,1,b45f7a73267478ff32d88612d56d6d569137188b
FIRPLAC.3D,50,36,36,148,1,7ea5332ba74680ebaf45dfd0041d53c2595a5e18
FLOOR1.3D,5,2,2,7,1,fb3bdf579ecbf764b79e672061c26cbf3ecc756a
FLOOR2.3D,6,2,2,8,1,4d76079ac703f83b3cb196793dc48b8e945c1356
FLOOR3.3D,6,1,1,6,1,62244c9587759d25177cb5abc23b848ba7a96da5
FLOOR4.3D,5,2,2,7,1,fb3bdf579ecbf764b79e672061c26cbf3ecc756a
FORK.3D,40,33,33,134,1,41e2c6615b564d62028214eac34bc8702a04aac5
FOUNTN.3D,96,114,114,416,1,f05626336d46517c8102944ce6688852e18d4d4f
FPOL01.3D,36,29,29,120,2,2f7ad023d74aa76ff18c24a25897bbf388808fc2
FTLOCK.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GADGET1.3D,36,34,34,126,1,05d2a8eb41a67c20f74ba48c62c96cf991453c61
GADGET2.3D,28,20,20,75,1,a51ddd0050e21d7ad2fa25dc8db7f69ad9493fbe
GADGET3.3D,23,23,23,88,1,3b08c670b64426c4085485eb992c6d08b546487c
GADLEV.3D,10,7,7,30,1,fb0265f733560b6cfcb74c62de0ef52b4800f649
GALLOW1.3D,64,66,66,259,1,d28e4475d2129c401f705eea15bedabf92f019d8
GALLOW2.3D,72,76,76,303,1,4054c4be0dd8a3b24cce05b7e50e4fa60180a7a2
GALLOW3.3D,7,10,10,30,1,db7b2a7ef911bde373ee8c6dc644d2821eb66270
GALSTEPS.3D,96,72,72,288,1,8b831c52167c912f26e0452163ebe98a30f214b2
GALSTPT.3D,72,54,54,216,1,84ba0ac53970ec2ed27a38ba7e154bb9e876a7f4
GAMDOOR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GAT03.3D,27,27,27,96,5,70146c74ad344527cfb8f0eb10b7051a49b534fd
GAT04.3D,27,27,27,96,5,70146c74ad344527cfb8f0eb10b7051a49b534fd
GAUNTS.3D,54,83,83,266,39,62904df891156848189456ef391a2b80ba6cfc86
GEARS1.3D,60,36,36,180,1,e6a842a86410f48fa9b6e5451a8b63009effff43
GEARS2.3D,100,77,77,334,1,3f35b719eff290c002c5f32d11166601ea963bf8
GEARS3.3D,79,69,69,280,1,76f2b90ba9ff534f00c19b757cce5e9bd3badf98
GEARS4.3D,100,79,79,338,1,602f1d81ae95a0d8202d4b93a3c05c0c4a20e328
GEM.3D,6,8,8,24,1,5055587de37e39db25e2daabbef042cc809538fd
GODROOM.3D,52,38,38,170,1,81d473d9255981dc8d0ee18585e7c0c1a6cdcce7
GOLD.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GRAVE1.3D,113,189,189,612,1,88e2eb2bb164ef3a3c5893dcd8eb2d315b6bad47
GRAVE10.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GRAVE11.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GRAVE12.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GRAVE2.3D,35,33,33,131,1,5705c6b0c1392fab261b6e6a7f7f55bab31fc4e3
GRAVE3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
GREAVES.3D,16,25,25,78,22,5fd24602d9ba867362537210a1f4b6b4d7a09991
GRN10.3D,8,3,3,12,3,7a59e64139af280bd777518672539b7eab3c5a3a
GRN11.3D,10,3,3,14,2,25fe4386712626fa26e207669eea8a0f8da39754
GRN12.3D,5,2,2,7,2,a328c13044e8fe5e65ffd21eff9c358ce1ee3304
GRN13.3D,4,1,1,4,1,351848e9ad88c2d76c4e32004891db788711b585
GRN14.3D,5,1,1,5,1,7c1e39cd69a89be888789f0963a4f9509e3e569a
GRN15.3D,5,2,2,7,2,8ee516f34779c1435aeb9a608e34c6108b11a7bc
GRN16.3D,10,3,3,14,3,27095a3998ed8daea7417db96b8a9a08e8965f33
GRN17.3D,6,1,1,6,1,62244c9587759d25177cb5abc23b848ba7a96da5
GRN18.3D,5,2,2,7,2,0f9b0f57855c393eef228fd41d64b625fcf0b880
GRVGATE.3D,64,94,94,309,1,ab01fc2df82a54e1d750906bedb5fba628309182
GRVSPKE.3D,9,11,11,36,1,45b0d184212c7ae901f7dcd484c84c40a661c05e
GTHS01.3D,139,115,115,498,15,387a51ad4d48fb2362b4ad49e438575d6c03b242
GTOWER.3D,141,137,137,550,1,6a4cdf004efc9451c5e3d7a3534a570ea6e6f845
GTOWLAD.3D,82,105,105,440,1,4444da15adbb23f7f858d0ddc9b5df13d60bb001
GUARD1.3D,30,20,20,94,1,abb8779c635c3eb3c718189cf90282a7735842b5
GUARD2.3D,20,17,17,68,1,8a9d2f835960e864f86be49f25eb1de64f52e7ac
GUARD3.3D,20,17,17,68,1,8a9d2f835960e864f86be49f25eb1de64f52e7ac
GUDOOR.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
HALLWAY.3D,40,24,24,112,1,13ed772d5d7ef18ef28b9dc93628ac761394d178
HAND.3D,103,190,190,572,1,6c3b895e6900f844fdf02b0601fb79592ca73bbd
HANGLITE.3D,296,364,364,1348,1,a3f43486f420a38ef8b815dee6f139c1adb9fb1d
HAY1.3D,10,12,12,36,1,d1dc1d00886a09b99fbfd77563804b4aa83b29e4
HAY10.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY11.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY12.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY13.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY14.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY15.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY16.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY2.3D,10,12,12,36,1,d1dc1d00886a09b99fbfd77563804b4aa83b29e4
HAY3.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY4.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY5.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY6.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY7.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY8.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HAY9.3D,8,10,10,30,1,d192c32f863c85e854b378c4322bb08541f4f87e
HELM.3D,50,86,86,258,1,3d5acead985e1eef32a4bc024f851aaf15fb6d62
HOOD.3D,130,152,152,560,1,9b339527ebd1d3546b62bab2ef77e2ad79ee5e10
HOUSE1.3D,88,93,93,356,1,c3627f01818a5c47b57ebbdd0effa41170963b7e
HOUSE2.3D,215,219,219,861,1,89b7d66be3ed6b2d1c15b332a1711edeab530acc
HOUSE3.3D,215,219,219,861,1,89b7d66be3ed6b2d1c15b332a1711edeab530acc
HOUSE4.3D,205,223,223,855,2,9f239828b6f508948be90cd49b17bfcde99f8fbe
HOUSE5.3D,205,217,217,844,2,b0096bc9212de3e4a1c0f65874b5c416ab22a758
HOUSE6.3D,205,200,200,810,1,2d53dd7f5f815571dd1ea6b4e1fbb91dfb7fd0f3
HOUSE7.3D,215,224,224,873,2,2150d106eac8404921440bfb6f6e9d3a8dd26770
HOUSE8.3D,294,300,300,1183,1,98d936720ce42d2ce434e32c39c8d3ccf3d2d4b3
HOUSE9.3D,88,107,107,385,19,1458f411c59a30a52084801dfe393b0e6c8f8c86
HOUSEDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HOUSEDR2.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HOUSEDR3.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HS2WALL.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
HS6DR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HS6DR2.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HSBED.3D,40,36,36,148,1,6e66e280b402d8c4de1807a944f63ceef30e6a59
HSBENCH.3D,28,24,24,99,1,18fa85cb03644cf6f91e03f009ce2149759245b1
HSBOOKS.3D,16,14,14,56,1,7d7d4d3960e491253d3c03faf21c3251a9f87b8f
HSBOX1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
HSBOX2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
HSBOX3.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
HSCHAIR1.3D,82,111,111,382,1,e28785b573258bd7da6e55f621801fa147f5f2b0
HSCHAIR2.3D,56,60,60,227,1,b8149dbc088048fd1a821df0bb3bd95a174f53a3
HSCHAIR3.3D,56,53,53,213,1,8b69846454ae2dea5100d70f2ac97eb7255fc935
HSDRESR.3D,24,20,20,80,1,6709053e143b222bad3508b1239e79ad3f072680
HSRUG.3D,10,1,1,10,1,a3a5a2cc27f9263f054b2cbeeb201b684c3ac176
HSTABLE.3D,56,39,39,156,1,87d1d288f295d365289b8eec297c9380468c14f2
HSTABLE2.3D,28,23,23,98,1,23aa044bbfce5ee2541fffc342a61ef940923f75
HSTABLE3.3D,32,24,24,108,1,bc881f03ff10c47adacf5b1381d03967149e9228
HSTABLE4.3D,20,26,26,88,1,a07884e685ef8f95dafcbec770b40bc5163a0f80
HUT.3D,90,153,153,482,1,0ff8153732ea4ed768f00003dc9ecad2ab09b3b3
HUTCHIM.3D,29,52,52,158,1,01f67ba5bc11ff64e8f59061fb51dabe1ace4d8d
HUTDR1.3D,8,5,5,20,1,5621c6ec18bd11212c00e818d3090029d63f4056
HUTVANE.3D,26,19,19,65,19,db141af4cd185d46e3e566e5db525fd10779baae
IBELL3.3D,82,101,101,342,1,2918dd97d31de76fc2063bff229dbf47c38dbed4
INBARCKS.3D,76,69,69,286,1,9235345cb83e37ff0626f98680320dd3d06f3573
INBARN.3D,80,80,80,316,1,a0d63e5e0ed05cb976a9a070fe3c08ad100fba1f
INBELA.3D,40,30,30,120,1,9fe889dca576ccd4145d095e413126f4657ea345
INBELDR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
INBLSDR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
INBRDR1.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
INBRDR2.3D,8,6,6,24,1,df98f2524933b785ed05c0ca8504766fe8dcd8c0
INDAG04.3D,4,1,1,4,1,c251683ab60b3212539d6ea4980edc6409a888b2
INDAG1.3D,223,238,238,904,1,ff8a370b216f93901780939c885af16d5e042eb9
INDAG2B.3D,68,66,66,247,1,bb0dff43b5a9615c3f428df4c1ad8382932f1e09
INDAG3.3D,449,444,444,1797,1,146b0774e10336be0729d63aea954e300d01ee7d
INDMDR1.3D,10,7,7,30,1,fb0265f733560b6cfcb74c62de0ef52b4800f649
INFL01.3D,6,3,3,10,1,5fab2d72f75d80d31efc25dbe1ccbd10ec555963
INHOUSE2.3D,95,111,111,406,1,70407962f05df8e8e0cfdd7ccbdca6ba881cacd5
